domain,v,p,pct,rua,ruf,sp,fo,rf,adkim,aspf,ri
_dmarc.corpoutlook.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.csbsju.edu.,DMARC1,quarantine,default,"mailto:dmarc_agg@vali.email,mailto:dmarcreports@csbsju.edu",mailto:dmarcfail@csbsju.edu,default,default,default,default,default,default
_dmarc.ctmnorth.co.uk.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.curie.fr.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.currys.ie.,DMARC1,reject,default,"mailto:dixons-carphone@rua.agari.com,mailto:dmarc@inbound.flowmailer.net,mailto:postmaster@currys.ie","mailto:dixons-carphone@ruf.agari.com,mailto:dmarc@inbound.flowmailer.net,mailto:postmaster@currys.ie",default,1,default,default,default,3600
_dmarc.dakdrug.com.,default,default,default,default,default,default,default,default,default,default,default
_dmarc.databank.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.datamyne.com.,DMARC1,none,default,mailto:SpoofReporting@descartes.com,mailto:SpoofReporting@descartes.com,default,1,default,default,default,default
_dmarc.dehner.de.,DMARC1,none,100,mailto:dmarc@dehner.de,default,default,default,default,default,default,default
_dmarc.dellrefurbished.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.detma.org.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,none,1,default,default,default,default
_dmarc.dfg.de.,DMARC1,none,default,"mailto:ixuk8vwo@ag.eu.dmarcian.com, mailto:abuse@dfg.de",mailto:abuse@dfg.de,none,default,default,default,s,86400
_dmarc.dialdirect.co.uk.,DMARC1,reject,0,mailto:e8df2300@inbox.ondmarc.com,mailto:e8df2300@inbox.ondmarc.com,none,0,afrf,r,r,3600
_dmarc.dmart.in.,DMARC1,quarantine,default,mailto:dmarc@dmart.in,default,default,default,default,default,default,default
_dmarc.douglascountyks.org.,DMARC1,quarantine,100,mailto:dmarcreports@douglascountyks.org,mailto:dmarcreports@douglascountyks.org,reject,1,default,s,r,86400
_dmarc.doxpop.com.,DMARC1,none,default,mailto:dmarc-doxpop@doxpop.com,default,default,default,default,default,default,default
_dmarc.dundeeprecious.com.,DMARC1,quarantine,100,mailto:dpmsecops@dundeeprecious.com,mailto:dpmsecops@dundeeprecious.com,none,default,afrf,default,default,86400
_dmarc.dyson.lt.,DMARC1,none,default,mailto:dmarc_aggdata@dyson.com,mailto:dmarc_aggdata@dyson.com,none,default,default,default,r,default
_dmarc.e-resident.gov.ee.,DMARC1,none,default,mailto:be4b7e2a5f14717@rep.dmarcanalyzer.com,default,default,default,default,default,default,default
_dmarc.educationperfect.com.,DMARC1,quarantine,default,mailto:dmarc@educationperfect.com,default,default,default,default,default,default,default
_dmarc.edunav.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.efinancialcareers.co.uk.,DMARC1,quarantine,default,default,default,default,default,default,s,r,default
_dmarc.egain.com.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.eisneramper.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.ekohealth.com.,DMARC1,none,default,mailto:dmarc@ekohealth.com,mailto:dmarc@ekohealth.com,default,1,default,default,default,default
_dmarc.enquest.com.,DMARC1,reject,100,mailto:ywos08lb@ag.dmarcian.com,default,default,default,default,default,s,default
_dmarc.ensono.com.,DMARC1,quarantine,100,mailto:dmarc_agg@vali.email,default,default,default,afrf,r,r,86400
_dmarc.eshipmanager.com.,DMARC1,none,default,mailto:632493d6b0@rua.easydmarc.us,mailto:632493d6b0@ruf.easydmarc.us,default,1,default,default,default,default
_dmarc.espug.com.,DMARC1,none,default,mailto:dmarc@espug.com,mailto:dmarc@espug.com,default,default,default,default,default,default
_dmarc.every.org.,DMARC1,reject,100,mailto:6fd8be8fb5214b2b8161b85d71eb1d8e@dmarc-reports.cloudflare.net,default,reject,default,default,default,r,default
_dmarc.evoqua.com.,DMARC1,reject,default,mailto:rwi2jpxc@ag.dmarcian.com,mailto:rwi2jpxc@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.exchangerate-api.com.,DMARC1,quarantine,100,mailto:re+xmmde0rgtsh@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.express.com.ar.,DMARC1,none,20,mailto:postmaster@express.com.ar,mailto:postmaster@express.com.ar,default,default,default,r,r,default
_dmarc.ezorg.nl.,DMARC1,quarantine,100,mailto:dmarc-report@ezorg.nl,mailto:dmarc-report@ezorg.nl,default,1:d:s,default,default,default,default
_dmarc.fahrlehrervergleich.ch.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.fanshawec.ca.,DMARC1,none,default,mailto:postmaster@fanshawec.ca,mailto:postmaster@fanshawec.ca,none,1,default,default,default,default
_dmarc.farmhouseonboone.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.faucetcrypto.com.,DMARC1,none,100,mailto:postmaster@faucetcrypto.com,default,default,default,default,default,default,default
_dmarc.firstprogress.com.,DMARC1,reject,default,mailto:c8021ef91e@rua.easydmarc.us,mailto:c8021ef91e@ruf.easydmarc.us,default,1,default,default,default,default
_dmarc.fleetback.com.,DMARC1,none,100,rua@fleetback.com,default,default,default,default,default,default,default
_dmarc.fmi.com.,DMARC1,reject,100,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,afrf,r,r,86400
_dmarc.foxplay.com.,DMARC1,none,default,mailto:postmaster@foxplay.com,default,default,default,default,default,default,default
_dmarc.fozzy.com.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.fulhamfc.com.,DMARC1,none,100,mailto:DMARCReports@fulhamfc.com,mailto:DMARCForensics@fulhamfc.com,default,1,default,default,default,default
_dmarc.fuzionlive.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.getcoldturkey.com.,DMARC1,quarantine,default,mailto:admin@getcoldturkey.com,mailto:admin@getcoldturkey.com,default,default,default,default,default,default
_dmarc.glassesdirect.co.uk.,DMARC1,quarantine,100,mailto:dmarc-analysts@essilor.com,default,default,default,default,default,default,default
_dmarc.greenpeace.org.uk.,DMARC1,none,default,mailto:deuk@greenpeace.org,default,default,default,default,default,default,default
_dmarc.groceryoutlet.com.,DMARC1,none,default,mailto:4a5f21f60df2410@rep.dmarcanalyzer.com,mailto:4a5f21f60df2410@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.grupovanti.com.,DMARC1,quarantine,100,mailto:admin@grupovanti.com,mailto:admin@grupovanti.com,default,1,default,r,r,default
_dmarc.halifax-intermediaries.co.uk.,DMARC1,reject,default,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,default,default,default,default,default
_dmarc.heartlandcu.org.,DMARC1,quarantine,50,mailto:itnotify@heartlandcu.org,default,none,default,default,r,r,default
_dmarc.heroictec.com.,DMARC1,none,default,mailto:uv1crzia@ag.us.dmarcian.com,default,default,default,default,default,default,default
_dmarc.hertz-japan.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.hertz.es.,DMARC1,quarantine,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_rua@hertz.com","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc_ruf@hertz.com",default,1,default,default,default,default
_dmarc.hibox.biz.,DMARC1,quarantine,100,mailto:dmarc@hibox.hinet.net,default,default,default,default,default,default,default
_dmarc.htomail.com.,DMARC1,reject,100,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,1,default,default,default,default
_dmarc.hugetraffic.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.iameve.co.uk.,DMARC1,none,100,mailto:re+b5jy1rqcvl0@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.imdlv.net.,DMARC1,none,default,mailto:dmarc@imdlv.net,mailto:dmarc@imdlv.net,default,1,default,default,default,default
_dmarc.incfile.com.,DMARC1,reject,default,mailto:dmarc@incfile.com,default,default,default,default,default,default,default
_dmarc.infinisource.com.,DMARC1,reject,default,mailto:f20117e5b92b640@rep.dmarcanalyzer.com,mailto:f20117e5b92b640@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.innerexplorer.org.,DMARC1,none,100,mailto:youremailaddress@yourdomain.com,mailto:youremailaddress@yourdomain.com,default,default,default,default,default,default
_dmarc.innroad.com.,DMARC1,reject,100,default,default,none,default,default,default,default,default
_dmarc.interaction.com.,DMARC1,reject,default,mailto:reed-elsevier@rua.agari.com,mailto:reed-elsevier@ruf.agari.com,default,1,default,default,default,default
_dmarc.interflora.co.uk.,DMARC1,none,default,mailto:postmaster@interflora.co.uk,mailto:postmaster@interflora.co.uk,default,1,default,default,default,default
_dmarc.iverify.io.,DMARC1,reject,100,default,default,default,default,default,r,r,default
_dmarc.jamiegeller.com.,DMARC1,none,default,mailto:dmarcreports@jamiegeller.com,default,default,default,default,default,default,default
_dmarc.jimmybeanswool.com.,DMARC1,none,100,mailto:re+oqtdlj6q7jy@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.jls-llc.com.,DMARC1,reject,default,mailto:ebda7c71e9a6506@rep.dmarcanalyzer.com,mailto:ebda7c71e9a6506@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.jtcargo.id.,DMARC1,quarantine,default,mailto:dmarc@jtcargo.id,mailto:dmarc@jtcargo.id,default,default,default,default,default,default
_dmarc.kabelshop.nl.,DMARC1,quarantine,100,mailto:re+dqrivvqqzkx@dmarc.postmarkapp.com,mailto:dmarc@kabelshop.nl,none,1,default,default,r,default
_dmarc.kishigo.com.,DMARC1,reject,default,mailto:bunzl@rua.dmp.cisco.com,mailto:bunzl@ruf.dmp.cisco.com,default,1,default,default,default,3600
_dmarc.klu.so.,DMARC1,quarantine,default,mailto:dmarc-reports@klu.so,default,default,default,default,default,default,default
_dmarc.koaj.co.,DMARC1,none,default,mailto:infraestrutctura@koaj.co,mailto:infraestrutctura@koaj.co,none,default,default,default,default,3600
_dmarc.kornerstonecredit.com.,DMARC1,none,100,default,default,default,default,default,default,default,default
_dmarc.krisshop.com.,DMARC1,none,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.lablpx.com.,DMARC1,none,default,mailto:dmarc-reports@lablpx.com,default,default,default,default,default,default,default
_dmarc.lakelandbank.com.,DMARC1,none,default,mailto:dmarc.aggregate@lakelandbank.com,mailto:dmarc.forensic@lakelandbank.com,default,1,default,default,default,default
_dmarc.lamar.com.,DMARC1,none,100,mailto:DMARC-INFO@lamar.com,mailto:DMARC-RUF@lamar.com,default,default,default,default,default,default
_dmarc.lambweston.eu.,DMARC1,quarantine,100,mailto:6hc4ijv5bh@rua.powerdmarc.com,mailto:6hc4ijv5bh@ruf.powerdmarc.com,default,0:1:d:s,default,r,r,default
_dmarc.lawnsite.com.,DMARC1,none,default,mailto:5e21dc611db49@ag.dmarcly.com,mailto:5e21dc611db49@fo.dmarcly.com,none,0,default,default,default,default
_dmarc.lesaffaires.com.,DMARC1,none,100,mailto:dmarc-rua@lesaffaires.com,mailto:dmarc-ruf@lesaffaires.com,default,default,default,default,default,default
_dmarc.li-lacchocolates.com.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.lifesouth.org.,DMARC1,reject,100,mailto:re+4720438fcf10@inbound.dmarcdigests.com,default,none,default,default,default,r,default
_dmarc.limelightcrm.com.,DMARC1,none,default,mailto:365806af@mxtoolbox.dmarc-report.com,mailto:365806af@forensics.dmarc-report.com,default,1,default,default,default,default
_dmarc.lipseysdistribution.net.,DMARC1,reject,default,mailto:sysadmin@lipseys.com,default,reject,default,default,s,s,default
_dmarc.lodgify.net.,DMARC1,none,100,mailto:re+tz5k2mfzlv8@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.loggi.com.,DMARC1,none,default,mailto:emailreports@loggi.com,default,none,default,default,default,default,default
_dmarc.logitravel.com.,DMARC1,quarantine,default,mailto:re+b386ba506c8d@inbound.dmarcdigests.com,default,default,default,default,default,default,default
_dmarc.lookback.io.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.loopring.io.,DMARC1,reject,default,mailto:daniel@loopring.io,default,none,0,default,default,default,default
_dmarc.louis.de.,DMARC1,reject,default,mailto:1d40958c03c5974@rep.dmarcanalyzer.com,mailto:1d40958c03c5974@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.lvmh-static.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.machinetools.com.,DMARC1,reject,100,mailto:dmarc-report@machinetools.com,mailto:dmarc-failures@machinetools.com,reject,0,default,default,default,default
_dmarc.mailkit.com.,DMARC1,reject,default,"mailto:pi1rqn5o@ag.dmarcian-eu.com,mailto:dmarc-rua@mailkit.com",default,default,default,default,default,default,default
_dmarc.mainstpress.com.,DMARC1,reject,default,mailto:dmarc@esps5.com,default,default,default,default,default,default,default
_dmarc.mckinneyisd.net.,DMARC1,quarantine,default,mailto:dmarc-reports@mckinneyisd.net,mailto:dmarc-forensics@mckinneyisd.net,quarantine,1,afrf,r,r,default
_dmarc.mcquaig.com.,DMARC1,none,100,mailto:dmarc@mcquaig.com,default,default,default,default,default,default,default
_dmarc.meinungsplatz.de.,DMARC1,reject,100,"mailto:re+cxkx46yewqb@dmarc.postmarkapp.com,mailto:dmarc-feedback@meinungsplatz.de",mailto:dmarc-feedback+ruf@meinungsplatz.de,default,default,default,r,r,default
_dmarc.melisten.sg.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.millmoll.co.uk.,DMARC1,none,100,mailto:dmarc@millmoll.co.uk,mailto:dmarc@millmoll.co.uk,default,s,default,default,default,86400
_dmarc.mimeo.com.,DMARC1,quarantine,100,mailto:netsecalerts@mimeo.com,mailto:netsecalerts@mimeo.com,default,default,default,default,default,default
_dmarc.mmclocal.com.,DMARC1,none,default,mailto:noc@psolit.com,default,default,default,default,default,default,default
_dmarc.mobilehealthconsumer.com.,DMARC1,none,default,mailto:postmaster@mobilehealthconsumer.com,mailto:postmaster@mobilehealthconsumer.com,default,default,default,default,default,default
_dmarc.monetizejoy.com.,DMARC1,reject,100,mailto:re+0f3f60d40b85@inbound.dmarcdigests.com,default,default,default,default,default,default,default
_dmarc.mx-hub.cz.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.mynagad.com.,DMARC1,none,default,mailto:postmaster@mynagad.com,mailto:postmaster@mynagad.com,default,1,default,default,default,default
_dmarc.mypacktrack.com.,DMARC1,none,100,mailto:re+rga6oohbajj@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.napinfo.co.id.,DMARC1,quarantine,100,mailto:abuse@napinfo.co.id,mailto:abuse@napinfo.co.id,none,default,afrf,default,default,86400
_dmarc.narakathegame.com.,DMARC1,none,100,default,default,default,1,default,default,default,default
_dmarc.nbnco.net.au.,DMARC1,reject,default,mailto:ascvwawk@ag.ap.dmarcian.com,mailto:ascvwawk@fr.ap.dmarcian.com,default,default,default,default,default,default
_dmarc.nelipak.com.,DMARC1,none,default,mailto:ITTeam@nelipak.com,mailto:ITTeam@nelipak.com,default,1,default,default,default,default
_dmarc.neosystems.cloud.,DMARC1,none,default,mailto:pfgqxafq@ag.dmarcian.com,mailto:pfgqxafq@fr.dmarcian.com,default,default,default,default,default,default
_dmarc.neptuneweb.com.,DMARC1,quarantine,100,mailto:dmarcreport@neptuneweb.com,default,quarantine,default,afrf,default,default,86400
_dmarc.nessus.at.,DMARC1,none,default,default,mailto:dmarc@nessus.at,default,default,default,default,default,default
_dmarc.netvigie.com.,DMARC1,none,default,mailto:julienl@netvigie.com,default,default,default,default,default,default,default
_dmarc.newpaltz.edu.,DMARC1,none,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.ngd.network.,DMARC1,reject,default,default,default,default,default,default,default,default,default
_dmarc.nhpbs.org.,DMARC1,none,default,mailto:dmarc_rua@nhpbs.org,default,default,1,default,default,default,default
_dmarc.nivea.cz.,DMARC1,reject,default,mailto:beiersdorf@rua.agari.com,mailto:beiersdorf@ruf.agari.com,default,1,default,default,default,default
_dmarc.nurserycam.co.uk.,DMARC1,reject,5,mailto:systemadmin@metatechnology.co.uk,default,default,default,default,default,default,default
_dmarc.ocean.nj.us.,DMARC1,none,default,mailto:290c6d83932c347@rep.dmarcanalyzer.com,mailto:290c6d83932c347@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.oneazcu.com.,DMARC1,none,default,mailto:618afed26862d@ag.dmarcly.com,mailto:618afed26862d@fo.dmarcly.com,none,default,default,default,default,default
_dmarc.onluyen.vn.,DMARC1,none,default,mailto:23ee1c2347564f7a88dec950f2191a4c@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.panthergroup.co.uk.,DMARC1,none,default,mailto:3c86b5a77ebf587@rep.dmarcanalyzer.com,mailto:3c86b5a77ebf587@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.patientsknowbest.com.,DMARC1,none,default,mailto:dmarc-reports@patientsknowbest.com,default,default,default,default,default,default,default
_dmarc.paypal-cash.com.,DMARC1,reject,default,mailto:d@rua.agari.com,mailto:d@ruf.agari.com,default,default,default,default,default,default
_dmarc.pcmsgroup.com.,DMARC1,none,default,mailto:dmarc@pcmsgroup.com,default,default,default,default,default,default,default
_dmarc.peak.org.,DMARC1,none,default,mailto:feedbackloop@peak.org,mailto:feedbackloop@peak.org,default,1,default,default,default,default
_dmarc.pebblepad.com.,DMARC1,quarantine,100,default,mailto:dmarc_ruf@pebblepad.com,default,1,default,default,default,default
_dmarc.permanentstyle.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.personaldefensenetwork.com.,DMARC1,none,100,mailto:dmarc_agg@dmarc.250ok.net,mailto:dmarc_fr@dmarc.250ok.net,default,1,afrf,default,default,default
_dmarc.phantombuster.com.,DMARC1,none,100,mailto:dmarc@mailinblue.com!10m,mailto:dmarc@mailinblue.com!10m,none,default,afrf,default,default,86400
_dmarc.pinterestacademy.com.,DMARC1,reject,default,default,default,default,default,default,s,s,default
_dmarc.poolhost.com.,DMARC1,none,default,mailto:b9132b365e@rua.easydmarc.com,mailto:b9132b365e@ruf.easydmarc.com,none,1,default,default,r,86400
_dmarc.pressetext.com.,DMARC1,none,100,mailto:re+t2aoa8lsgix@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.printjob.com.,DMARC1,none,default,mailto:dmarc@printjob.com,default,default,default,default,default,default,default
_dmarc.property-filter.co.uk.,DMARC1,none,default,mailto:abuse@property-filter.co.uk,default,default,1,default,default,default,default
_dmarc.provinet.net.,DMARC1,reject,100,mailto:bbva-group@rua.agari.com,mailto:bbva-group@ruf.agari.com,default,1,default,default,default,3600
_dmarc.proze.io.,DMARC1,none,default,mailto:dmarc@tailoredmail.com,default,default,default,default,default,default,default
_dmarc.rad-md.net.,DMARC1,quarantine,100,mailto:re+lhcknuheubn@dmarc.postmarkapp.com,default,quarantine,default,default,default,r,default
_dmarc.randomactsofkindness.org.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.renesan.com.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.richersounds.com.,DMARC1,reject,50,mailto:20e16e198fe8895@rep.dmarcanalyzer.com,mailto:20e16e198fe8895@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.ridemotive.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.riversand.com.,DMARC1,quarantine,100,default,default,default,default,default,default,default,default
_dmarc.roccompany.com.,DMARC1,none,100,mailto:cyg9f0ld@ag.dmarcian.com,mailto:cyg9f0ld@fr.dmarcian.com,none,1,afrf,r,r,default
_dmarc.roxxem.com.,DMARC1,none,default,default,default,default,1,default,default,default,default
_dmarc.samsung.nl.,DMARC1,quarantine,default,default,default,default,default,default,default,default,default
_dmarc.satnet.net.,DMARC1,reject,default,mailto:admin@vms.netlabs.com.ar,mailto:admin@vms.netlabs.com.ar,default,default,default,s,s,default
_dmarc.scriptblox.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.sddc.com.,DMARC1,none,default,mailto:dmarc_report@qiye.163.com,mailto:dmarc@qiye.163.com,default,1,default,default,default,default
_dmarc.seabone.net.,DMARC1,reject,default,mailto:dmarc_reports@seabone.net,mailto:dmarc_reports@seabone.net,reject,default,default,s,s,default
_dmarc.searchamerica.com.,DMARC1,none,default,mailto:dmarc_agg@auth.returnpath.net,mailto:dmarc_afrf@auth.returnpath.net,default,1,default,default,default,default
_dmarc.selectfashion.co.uk.,default,default,default,default,default,default,default,default,default,default,default
_dmarc.servhost.com.br.,DMARC1,quarantine,100,mailto:postmaster@servhost.com.br,mailto:postmaster@servhost.com.br,none,0,afrf,r,r,86400
_dmarc.seymour.k12.wi.us.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,default,s,s,default
_dmarc.shire.com.,DMARC1,reject,default,mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc_ruf@emaildefense.proofpoint.com,default,1,default,default,default,default
_dmarc.shopback.com.au.,DMARC1,reject,default,mailto:dmarc@shopback.com,mailto:dmarc@shopback.com,default,default,default,default,default,default
_dmarc.siepe.io.,DMARC1,quarantine,default,mailto:dmarc_agg@vali.email,default,default,default,default,default,default,default
_dmarc.simedarby.com.,DMARC1,quarantine,default,mailto:dmarc@simedarby.com,default,default,default,default,default,default,default
_dmarc.sja-solutions.com.,DMARC1,none,default,mailto:emailsecurity@sja-solutions.com,mailto:emailsecurity@sja-solutions.com,default,1,default,default,default,default
_dmarc.smithdrug.com.,DMARC1,none,default,mailto:dmarc@smithdrug.com,mailto:dmarc@smithdrug.com,default,1,default,default,default,default
_dmarc.snowball-analytics.com.,DMARC1,reject,default,default,default,default,default,default,r,r,default
_dmarc.solutionnavigator.com.,DMARC1,reject,default,mailto:jci@rua.agari.com,mailto:jci@ruf.agari.com,default,1,default,default,default,default
_dmarc.songwhip.com.,DMARC1,none,100,mailto:re+e9wfyt6jumv@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.soprema.us.,DMARC1,none,default,mailto:100457dc49@rua.easydmarc.eu,mailto:100457dc49@ruf.easydmarc.eu,default,1,default,default,default,default
_dmarc.spherewms.com.,DMARC1,none,default,"mailto:a300d53e@mxtoolbox.dmarc-report.com,mailto:postmaster@spherewms.com",mailto:a300d53e@forensics.dmarc-report.com,default,default,default,default,default,default
_dmarc.ssh.com.,DMARC1,quarantine,default,mailto:ipm4dra@ar.glockapps.com,mailto:ipm4dra@fr.glockapps.com,default,1,default,r,r,default
_dmarc.sslshopper.com.,DMARC1,quarantine,100,default,default,default,1,default,default,default,default
_dmarc.supportedns.com.,DMARC1,none,100,mailto:dmarc-aggregate@supportedns.com,mailto:dmarc-forensic@supportedns.com,none,1,default,s,s,default
_dmarc.svh24.de.,DMARC1,reject,default,mailto:dmarc@svh24.de,mailto:dmarc@svh24.de,none,1,default,s,r,default
_dmarc.swapalease.com.,DMARC1,reject,default,mailto:dmarc_agg@vali.email,default,default,default,afrf,r,r,default
_dmarc.swatchseries.to.,spf1 -all,default,default,default,default,default,default,default,default,default,default
_dmarc.syscore.io.,DMARC1,none,100,mailto:re+d78xs49kdg4@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.szlcsc.com.,DMARC1,none,default,mailto:dmarc_report@qiye.163.com,mailto:dmarc@qiye.163.com,default,1,default,default,default,default
_dmarc.taxsystems.com.,DMARC1,none,default,mailto:dmarc@taxsystems.uriports.com,mailto:dmarc@taxsystems.uriports.com,default,1:d:s,default,default,default,default
_dmarc.tch.co.uk.,DMARC1,reject,default,mailto:25ebf1e9c9dc179@rep.dmarcanalyzer.com,mailto:25ebf1e9c9dc179@for.dmarcanalyzer.com,default,1,default,default,default,default
_dmarc.teamsystemdigital.com.,DMARC1,none,default,mailto:dmarc@teamsystemdigital.com,default,default,default,default,default,default,default
_dmarc.terracycle.com.,DMARC1,quarantine,10,mailto:dmarc_reports@terracycle.com,mailto:dmarc_reports@terracycle.com,default,default,afrf,r,r,default
_dmarc.thatgrapejuice.net.,DMARC1,quarantine,90,default,default,none,default,default,default,default,default
_dmarc.theb.ai.,DMARC1,none,default,mailto:74647a9804eb438dadc8982e39c7559d@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.themeum.com.,DMARC1,none,default,default,default,default,default,default,default,default,default
_dmarc.therestaurantstore.com.,DMARC1,reject,default,mailto:0abf5d27a0ae964@rep.dmarcanalyzer.com,default,default,default,default,default,default,default
_dmarc.thespicehouse.com.,DMARC1,none,100,mailto:re+ewbaaofppxq@dmarc.postmarkapp.com,default,none,default,default,default,r,default
_dmarc.thestarware.com.,DMARC1, reject,default,mailto:admin@thestarware.com,default,default,default,default,default,default,default
_dmarc.thetatoken.org.,DMARC1,reject,100,"mailto:webmaster@thetatoken.org,mailto:re+862e9319e794@inbound.dmarcdigests.com",default,default,default,default,s,s,default
_dmarc.theworld.org.,DMARC1,reject,100,"mailto:dmarc-reports@prx.org,mailto:dmarc@qf66rrn4.uriports.com","mailto:dmarc-reports@prx.org,mailto:dmarc@qf66rrn4.uriports.com",default,default,default,default,default,default
_dmarc.thuathienhue.gov.vn.,DMARC1,quarantine,default,default,default,quarantine,1,default,default,default,default
_dmarc.timeslotcontrol.com.,DMARC1,none,default,mailto:dmarc+346956@smartemailing.cz,default,default,1,default,default,default,default
_dmarc.trabajo.org.,DMARC1,none,100,mailto:sistemas@bebee.com,default,default,default,default,default,default,default
_dmarc.tre.se.,DMARC1,quarantine,default,mailto:DKIM_SE@tre.se,mailto:DKIM_SE@tre.se,quarantine,default,default,default,default,default
_dmarc.tripadvisor.com.tw.,DMARC1,none,default,mailto:dmarc-rua@tripadvisor.com,default,default,default,default,default,default,default
_dmarc.truecable.com.,DMARC1,none,default,mailto:6f42fe44ee9e476c91ef4fe2f90b5dde@dmarc-reports.cloudflare.net,default,default,default,default,default,default,default
_dmarc.tt2.co.uk.,DMARC1,reject,100,default,mailto:alerts@tt2.co.uk,default,default,default,default,default,default
_dmarc.tutor2u.net.,DMARC1,none,100,mailto:re+302514224316@inbound.dmarcdigests.com,default,none,default,default,default,default,default
_dmarc.uam.es.,DMARC1,none,default,"mailto:b18ee4281719445@rep.dmarcanalyzer.com,mailto:soporte.correo@uam.es, mailto:kzyc4lnw@ag.dmarcian-eu.com","mailto:b18ee4281719445@for.dmarcanalyzer.com,mailto:soporte.correo@uam.es",none,1,default,default,default,default
_dmarc.ugc.ac.lk.,DMARC1,none,default,mailto:dmarc-reports@ugc.ac.lk,default,default,default,default,default,default,default
_dmarc.unicredit.eu.,DMARC1,quarantine,default,"mailto:dmarc_rua@emaildefense.proofpoint.com,mailto:dmarc.efd@unicredit.eu","mailto:dmarc_ruf@emaildefense.proofpoint.com,mailto:dmarc.efd@unicredit.eu",none,1,default,default,default,3600
